,review,game,overall_score,genre,reviewer_id
15581,"It's a tough challenge, but if you're willing to accept it, you won't be disappointed.",XCOM 2,88.0,Strategy,13405
15582,"In the sequel, battles became more tense, but at the same time more controllable.",XCOM 2,87.0,Strategy,13406
15583,"As you unlock more tactical options, you all but eliminate influence of RNG on your anti-alien campaign.",XCOM 2,87.0,Strategy,13406
15584,"[Issue#206, p.56]",XCOM 2,87.0,Strategy,13406
15585,This is the game vacation was invented for.,XCOM 2,87.0,Strategy,13407
15586,"XCOM 2 is so captivating, so challenging, so full of content and plainly so good that hours, days and weeks pass by in an instant.",XCOM 2,87.0,Strategy,13407
15587,"XCOM 2 is hard proof true strategy games are still in high demand, blending satisfying old-school strategic turn-based gameplay with cinematic flourish.",XCOM 2,86.0,Strategy,13408
15588,Firaxis have made tremendous strides to provide new mechanics and gameplay options for players who are still unsure what the XCOM series can offer them whilst retaining all the features that fans of Enemy Unknown have grown to love and now expect from the series.,XCOM 2,85.0,Strategy,13409
15589,"XCOM 2 is more than just a fantastic XCOM game, it's a polished and cohesive AAA experience that shines with a level of quality not often felt in these bleak, modern days.",XCOM 2,85.0,Strategy,13409
15590,"All things considered, XCOM 2 really is a great game.",XCOM 2,85.0,Strategy,13410
15591,"XCOM 2 is a worthy heir to the franchise with a few improvements to renew the gameplay, and a refreshing script which makes us join the resistance against alien invaders.",XCOM 2,85.0,Strategy,13411
15592,A worthy investment indeed.,XCOM 2,85.0,Strategy,13411
15593,XCOM 2 represents a safe school of making sequels.,XCOM 2,85.0,Strategy,13412
15594,"It uses a good, working, well-known gameplay basis on top of which some minor modification were created.",XCOM 2,85.0,Strategy,13412
15595,And it's not such a bad way to go.,XCOM 2,85.0,Strategy,13412
15596,"More changes will undoubtedly appear in upcoming expansions but right now XCOM 2 is very, very satisfying.",XCOM 2,85.0,Strategy,13412
15597,"If you like tactical strategies, you can't miss it.",XCOM 2,85.0,Strategy,13412
15598,"When the game manages to get on your nerves with its difficulty, but you still come back to it and spend every minute of your time thinking about how to improve your strategies, that's when you know it is a real gem and you are hooked up.",XCOM 2,85.0,Strategy,13413
15599,"And that is, exactly, the case with XCOM 2.",XCOM 2,85.0,Strategy,13413
15600,"Under these terms, XCOM 2 isn’t so much a game about liberating humanity from its extraterrestrial overlords, but a statement about the kinds of stories our games can tell and allow to be told, even when they aren’t especially valued for their narrative.",XCOM 2,83.0,Strategy,13414
15601,"It speaks to the sense that we might not just want stories in our games, but authored fields of narrative possibility.",XCOM 2,83.0,Strategy,13414
15602,"Firaxis managed to improve upon the already great Enemy Unknown in almost every way, with the exception of multiplayer.",XCOM 2,80.0,Strategy,13415
15603,"Unfortunately, the shockingly bad performance prevents XCOM 2 from reaching the status of a true masterpiece.",XCOM 2,80.0,Strategy,13415
15604,"Manages to make the XCOM gameplay feel more polished than ever before, while adding a fresh new take on saving the world from alien domination.",XCOM 2,80.0,Strategy,13416
15605,"[Issue#248, p.55]",XCOM 2,80.0,Strategy,13416
15606,Xcom 2 is not going to leave anyone let down.,XCOM 2,80.0,Strategy,13417
15607,"It’s hard as ever, and at the same time it is better balanced and smarter designed than Xcom: Enemy Unknown.",XCOM 2,80.0,Strategy,13417
15608,"Firaxis is starting to master the concept, and we can’t wait to see what they have in the expansion pipe for this one.",XCOM 2,80.0,Strategy,13417
15609,"If you like XCOM, and you want more of the same — well, here you go.",XCOM 2,80.0,Strategy,13418
15610,XCOM has once again proven that it is a powerhouse when it comes to tactical gameplay.,XCOM 2,80.0,Strategy,13419
15611,It isn’t an overstatement to say that the attention paid to diversifying the look and tactical possibilities of the levels is key to what makes XCOM 2 work.,XCOM 2,80.0,Strategy,13420
15612,"A perfect sequel, with a very good customization system and true hardcore gameplay.",XCOM 2,80.0,Strategy,13421
15613,It's a must-have for all strategy lovers.,XCOM 2,80.0,Strategy,13421
15614,XCOM 2 successfully straddles the line between being familiar and being new.,XCOM 2,80.0,Strategy,13422
15615,"A few design choices will divide people, and there are bugs and issues that will need patching or modding, but for the most part it's a sterling return to the gruelling decision-making of its predecessor.",XCOM 2,80.0,Strategy,13422
15616,The game leaves a good first impression and noticeably improves upon the first game.,XCOM 2,80.0,Strategy,13423
15617,"It could do with some optimisation, which will hopefully come with a day one patch today or soon after launch, but as we head towards our full review, it’s looking like a particularly good follow-up.",XCOM 2,80.0,Strategy,13423
15618,XCOM 2 checks many of the right boxes for a worthwhile sequel.,XCOM 2,80.0,Strategy,13424
15619,The improved turn-based strategy gameplay and base management are the true highlights of the sequel.,XCOM 2,80.0,Strategy,13424
15620,The game's random nature and urge for trying new strategies will keep players coming back.,XCOM 2,80.0,Strategy,13424
15621,"The game stumbles, however, at making the series accessible to a larger audience.",XCOM 2,80.0,Strategy,13424
15622,The overwhelming difficulty is frustrating.,XCOM 2,80.0,Strategy,13424
15623,"That may be appreciated by series fans, but doesn't welcome newcomers.",XCOM 2,80.0,Strategy,13424
15624,"It’s clear that XCOM 2 is an ambitious effort, with just about every mechanic from Enemy Unknown going under the knife in some way.",XCOM 2,80.0,Strategy,13425
15625,"Most of the changes are for the best, leading to another genuinely fun, tense romp through an embattled world desperate for your strategic brilliance.",XCOM 2,80.0,Strategy,13425
15626,"It stumbles a bit, however, and a handful of issues make the experience clumsy and overcomplicated, forcing players to pay an exorbitant price for their own ignorance.",XCOM 2,80.0,Strategy,13425
15627,"But hey, isn’t saving the human race worth a little saving and reloading?",XCOM 2,80.0,Strategy,13425
15628,"Much more problematic, however, is the quality of the multiplayer component of the game.",XCOM 2,80.0,Strategy,13426
15629,"It is, in a word, dreadful.",XCOM 2,80.0,Strategy,13426
15630,"In many ways, XCOM 2 is more of what we already enjoyed in the recent reboot, with a few considerable improvements.",XCOM 2,80.0,Strategy,13427
15631,"The new units liven up the experience and add much more variety, while the procedurally generated maps help to customize every player’s experience into a one of a kind novelty.",XCOM 2,80.0,Strategy,13427
15632,"If you’re a newcomer to the resistance or an old veteran, XCOM 2 is a smartly designed action-strategy game with a staggering amount of content and replayability.",XCOM 2,80.0,Strategy,13427
15633,"I appreciate the addition of brand new research projects, more interesting enemies and much larger variety of environments, but I’m not sure I’ll muster enough enthusiasm to play XCOM 2 again.",XCOM 2,75.0,Strategy,13428
15634,"[03/2016, p.44]",XCOM 2,75.0,Strategy,13428
15635,"XCOM 2 is a generally solid experience, but it is definitely one of those titles that may not be for everyone due to its punishing game style and occasional unpredictably of success.",XCOM 2,75.0,Strategy,13429
15636,The game still functions well and the tactical gameplay is still solid as ever but retains the annoyances of the old systems.,XCOM 2,70.0,Strategy,13430
15637,XCOM 2 succeeded in improving the features that madeXCOM: EU the great game it is.,XCOM 2,70.0,Strategy,13431
15638,"The revamped and refurbished visuals, class balance, map design, base management and meta-game could have made this game one of the best sequels in gaming history.",XCOM 2,70.0,Strategy,13431
15639,However the game breaking bugs and glitches plus the terrible performance plague the game and condemn it to mediocrity.,XCOM 2,70.0,Strategy,13431
15640,"While I really love this game, I have to dock points for performance issues.",XCOM 2,70.0,Strategy,13432
15641,"At release, a game shouldn’t have this many glitches, crashes, and other problems.",XCOM 2,70.0,Strategy,13432
15642,Points also docked for the pacing misses and the difficulty spike at the beginning.,XCOM 2,70.0,Strategy,13432
15643,"Finally, points docked for the shoddy multiplayer, though I don’t weight this very high in my overall scoring of the game.",XCOM 2,70.0,Strategy,13432
15644,"From highly customizable characters to deep and meaningful combat that has been improved over its predecessor, there’s a lot here to like, at least on paper.",XCOM 2,70.0,Strategy,13433
15645,"Unfortunately, this is only when it all comes together properly.",XCOM 2,70.0,Strategy,13433
15646,"If you don't intend on playing on Ironman mode, and have enough patience to deal with (not so) occasional glitches, it's excellent.",XCOM 2,70.0,Strategy,13434
15647,"If you were looking forward to a hardcore playthrough, or can't stand it when technical issues get in the way of a good time, you'll definitely want to wait for a patch or two before deploying.",XCOM 2,70.0,Strategy,13434
15648,"Firaxis delivers a fantastic sequel in many regards, but a large assortment of technical issues plague the overall experience.",XCOM 2,60.0,Strategy,13435
15649,"To be perfectly blunt, XCOM 2 is a pretty bad experience right now, and the best advice I can give is simple: wait for upcoming patches to fix things before buying.",XCOM 2,45.0,Strategy,13436
15650,"There's a much better game hidden somewhere beneath the performance issues and gameplay flaws, and it's a shame.",XCOM 2,45.0,Strategy,13436
15651,A near-perfect sequel and a great strategy game.,XCOM 2,,Strategy,13437
15652,"XCOM 2 has the style to match its systems’ substance, and it rightfully stakes a new claim to be the king of tactics games.",XCOM 2,,Strategy,13437
15653,XCOM 2 is an improvement on its predecessor in every way and the vast majority of those improvements have been applied so intelligently that they risk making Enemy Unknown obsolete.,XCOM 2,,Strategy,13438
15654,That game was a smart remake of a classic.,XCOM 2,,Strategy,13438
15655,XCOM 2 is a classic in its own right and as good a sequel as I can remember.,XCOM 2,,Strategy,13438
15656,"If XCOM 2 leans too heavily at times on its ferocious difficulty to produce those moments, forcing players to find their happy medium between the brutality of Ironman and neurotically saving at every turn, it at least manages to do so in a way that makes your victory feel all the sweeter when it comes.",XCOM 2,,Strategy,13439
15657,"Although it’s not without flaws, the sixth Civilization brings a lot of outstanding news and makes its mark into the history of the series as crucial point break to a slightly new form of a good old recipe.",Sid Meier's Civilization VI,100.0,Strategy,13440
15658,[Issue #269],Sid Meier's Civilization VI,100.0,Strategy,13440
15659,"The most empowering and mentally stimulating turn-based game in recent memory, a game that can never be played on autopilot.",Sid Meier's Civilization VI,100.0,Strategy,13441
15660,"To battle through Civ VI is to be engaged in a sim from beginning to end, never throwing away a turn - because you never ever want to, because you always want to play.",Sid Meier's Civilization VI,100.0,Strategy,13441
15661,Civilization VI has reached perfection inside the turn based strategy genre.,Sid Meier's Civilization VI,100.0,Strategy,13442
15662,"Complex, addictive and with a very strong personality, Firaxis wants us to spend hundreds of hours in front of our PC.",Sid Meier's Civilization VI,100.0,Strategy,13442
15663,Civilization VI is still the supreme deity of historical turn-based strategy games.,Sid Meier's Civilization VI,100.0,Strategy,13443
15664,"Sure, there are a few technical issues.",Sid Meier's Civilization VI,100.0,Strategy,13443
15665,"Load times can be lengthy, and multiplayer could definitely be a lot more stable.",Sid Meier's Civilization VI,100.0,Strategy,13443
15666,"However, none of those problems are big enough issue to put a dent in Civilization VI’s armor.",Sid Meier's Civilization VI,100.0,Strategy,13443
15667,"If you love the series, history, politics, and/or turn-based games, Civilization VI is a must own.",Sid Meier's Civilization VI,100.0,Strategy,13443
15668,Civilization VI is my new favourite addiction that I honestly can’t really fault.,Sid Meier's Civilization VI,100.0,Strategy,13444
15669,"Each of the gameplay changes provides a fresh challenge, but they were well worth undertaking once they clicked.",Sid Meier's Civilization VI,100.0,Strategy,13444
15670,"It’s packed full of the stuff that made the previous games great, but also has a crisp style that makes things clear enough when the game gets extremely busy.",Sid Meier's Civilization VI,100.0,Strategy,13444
15671,"For such a complex and in depth game to feel so intuitive is impressive, but for such a game to remain fun, exciting and unpredictable after forty, sixty, one-hundred hours of play?",Sid Meier's Civilization VI,100.0,Strategy,13445
15672,That’s joyous.,Sid Meier's Civilization VI,100.0,Strategy,13445
15673,"Improving on its predecessors, Civilization VI stands on the shoulders of giants to reach beyond them.",Sid Meier's Civilization VI,98.0,Strategy,13446
15674,"With more freedom, personalization, complexity and meaningful choices than ever, the game is every inch as addictive as ever, even to the veteran, who will toil with the improved difficulty, new victory conditions and mechanics.",Sid Meier's Civilization VI,98.0,Strategy,13446
15675,A masterpiece.,Sid Meier's Civilization VI,98.0,Strategy,13446
15676,It is a testament to the genre and a game that will steal all of your time until Civ VII comes out!,Sid Meier's Civilization VI,95.0,Strategy,13447
15677,Civilization VI is the pinnacle of the series.,Sid Meier's Civilization VI,95.0,Strategy,13448
15678,"It's featured huge, sweeping changes, and nothing was left out.",Sid Meier's Civilization VI,95.0,Strategy,13448
15679,"Everything has found a purpose, they all work together in tandem but also have a reason to stand alone.",Sid Meier's Civilization VI,95.0,Strategy,13448
15680,"Only slight AI issues can be found here, but nothing every other 4X or Grand Strategy game hasn't encountered on a worse level.",Sid Meier's Civilization VI,95.0,Strategy,13448
15681,"Civilization VI is, frankly, the best 4X strategy game in the world.",Sid Meier's Civilization VI,95.0,Strategy,13448
15682,Civilization VI is most definitely the best base-game installment of the franchise yet.,Sid Meier's Civilization VI,95.0,Strategy,13449
15683,There are so many gameplay mechanics included here that it feels like it’s already had a large expansion.,Sid Meier's Civilization VI,95.0,Strategy,13449
15684,I can’t wait to see what Firaxis could possibly add to improve on an already spectacular and complete game.,Sid Meier's Civilization VI,95.0,Strategy,13449
15685,"But as much as I hate to say it, with so much to learn this is one of the least accessible games in the series for newcomers.",Sid Meier's Civilization VI,95.0,Strategy,13449
15686,"Still, with beautiful visuals,step-up in AI competence, and so much to do, for returning players this is the best Civilization game in history.",Sid Meier's Civilization VI,95.0,Strategy,13449
15687,This is an astounding game.,Sid Meier's Civilization VI,95.0,Strategy,13450
15688,"Civilization has always been associated as the benchmark for strategy gaming, and Civilization VI is now at the peak.",Sid Meier's Civilization VI,95.0,Strategy,13450
15689,This is as good as it gets.,Sid Meier's Civilization VI,95.0,Strategy,13450
15690,"Even though he didn't create the 4X genre, Sid Meier and the Civilization series unquestionably nurtured and rose it to prominence for the last 25 years.",Sid Meier's Civilization VI,95.0,Strategy,13451
15691,"The latest chapter succeeds, again, in bringing new life to the genre and raising the competition bar to new heights.",Sid Meier's Civilization VI,95.0,Strategy,13451
15692,"Civilization VI sounds like a beautiful symphony where all instruments, all its pieces, work perfectly well.",Sid Meier's Civilization VI,95.0,Strategy,13452
15693,It's one of the best games of the year.,Sid Meier's Civilization VI,95.0,Strategy,13452
15694,Sid Meier’s Civilization VI is one of the best 4x games on the market and one of the best Civilization games to date.,Sid Meier's Civilization VI,95.0,Strategy,13453
15695,"Sid Meier’s Civilization VI is a joy to play, and the best the series has produced.",Sid Meier's Civilization VI,95.0,Strategy,13454
15696,Which pretty much makes it the best 4X strategy game yet made.,Sid Meier's Civilization VI,95.0,Strategy,13454
15697,"If you’ve $80 in your pocket and a half decent PC at home, this is a game that will happily and greedily consume as much of your leisure time as you allow it this fall and well beyond.",Sid Meier's Civilization VI,95.0,Strategy,13454
15698,These are just a few of the dozens of minor tweaks to what was already an incredibly strong formula.,Sid Meier's Civilization VI,95.0,Strategy,13455
15699,"Firaxis' newest entry in the Civilization series isn't a game changer, because the game was already great.",Sid Meier's Civilization VI,95.0,Strategy,13455
15700,"However, Civilization VI could easily be the pinnacle of the series.",Sid Meier's Civilization VI,95.0,Strategy,13455
15701,A visually resplendent strategy game that makes every turn feel important and every approach viable.,Sid Meier's Civilization VI,95.0,Strategy,13456
15702,Civilization VI will go down in history as the most fully-featured launch version in the series.,Sid Meier's Civilization VI,94.0,Strategy,13457
15703,"Many of those are smartly revamped versions of Civ classics, buy it finds its own identity with great new ideas like spread-out cities, customizeable governments, research boosts, and leader agendas.",Sid Meier's Civilization VI,94.0,Strategy,13457
15704,"And even though the AI has some improving to do, it can put up enough of a fight to make world domination a challenge.",Sid Meier's Civilization VI,94.0,Strategy,13457
15705,"Undoubtedly, the best 4X game so far.",Sid Meier's Civilization VI,94.0,Strategy,13458
15706,Civ VI is a total masterpiece and improves all the aspects of the previous incarnation.,Sid Meier's Civilization VI,94.0,Strategy,13458
15707,"The learning curve is steep for new players, and the new features will disorient veterans for the first few matches.",Sid Meier's Civilization VI,94.0,Strategy,13459
15708,"But once you grasp the concepts, you won't want to loosen your grip on the mouse.",Sid Meier's Civilization VI,94.0,Strategy,13459
15709,An addictive strategy masterpiece.,Sid Meier's Civilization VI,93.0,Strategy,13460
15710,"More freedom, personalization, complexity and meaningful choices than ever.",Sid Meier's Civilization VI,93.0,Strategy,13460
15711,"The best things are an improved difficulty, different victory conditions, city management, historic characters and roles.",Sid Meier's Civilization VI,93.0,Strategy,13460
15712,"Sight, sound, and systems harmonize to make Civilization 6 the liveliest, most engrossing, most rewarding, most challenging 4X in any corner of the earth.",Sid Meier's Civilization VI,93.0,Strategy,13461
15713,Civilization VI brings the franchise to an unbelievable level of polish and streamlined complexity.,Sid Meier's Civilization VI,92.0,Strategy,13462
15714,"Probably the best vanilla Civilization from the Firaxis era, a game that feels complete, with tons of features that add depth.",Sid Meier's Civilization VI,92.0,Strategy,13463
15715,Finally there’s a reason to delete Civilization 5 from our hard drives.,Sid Meier's Civilization VI,91.0,Strategy,13464
15716,"Firaxis has improved on many systems, while adding some clever twists like the city sectors.",Sid Meier's Civilization VI,91.0,Strategy,13464
15717,Civilization 6 is a blast to play and we cannot foresee a time when it won’t be installed on our hard drives.,Sid Meier's Civilization VI,91.0,Strategy,13464
15718,This is the definitive turn-based strategy game of the decade.,Sid Meier's Civilization VI,91.0,Strategy,13464
15719,You don’t want to spend your night in front of the computer?,Sid Meier's Civilization VI,90.0,Strategy,13465
15720,You have a wife and kids?,Sid Meier's Civilization VI,90.0,Strategy,13465
15721,You cherish your friendships and enjoy parties?,Sid Meier's Civilization VI,90.0,Strategy,13465
15722,Beware of this game.,Sid Meier's Civilization VI,90.0,Strategy,13465
15723,It’s that good.,Sid Meier's Civilization VI,90.0,Strategy,13465
15724,"[13/2016, p.44]",Sid Meier's Civilization VI,90.0,Strategy,13465
15725,"It's a more playful, fun feel to the franchise, perhaps, but all that's wrapped around a deeply nuanced game.",Sid Meier's Civilization VI,90.0,Strategy,13466
15726,"If you've ever enjoyed playing a multi-layered, immersive and strategic board game with a bunch of funny characters, get in here.",Sid Meier's Civilization VI,90.0,Strategy,13466
15727,"While Civ VI can feel like a greatest hits collection, plus a b-sides, remixes and rarities disc, 25 years on its core gameplay still stands the test of time.",Sid Meier's Civilization VI,90.0,Strategy,13467
15728,"[Issue#257, p.51]",Sid Meier's Civilization VI,90.0,Strategy,13467
15729,Civilization remains the preeminent turn-based strategy game.,Sid Meier's Civilization VI,90.0,Strategy,13468
15730,This iteration has a lot of good ideas and a few flaws in execution.,Sid Meier's Civilization VI,90.0,Strategy,13468
15731,"The flaws will be fixed, the good ideas will stay and deepen over time.",Sid Meier's Civilization VI,90.0,Strategy,13468
15732,"We could easily get lost talking about the details and systems of Civilization VI, but what's essential to take away is that this is absolutely a strategy game worth playing, regardless of your experience with the genre or series.",Sid Meier's Civilization VI,90.0,Strategy,13469
15733,Rarely are Civilization games so fully featured at launch.,Sid Meier's Civilization VI,90.0,Strategy,13469
15734,"Future updates have a strong foundation to build upon, and there’s so much to explore in the meantime.",Sid Meier's Civilization VI,90.0,Strategy,13469
15735,"Perhaps the most polished and enjoyable release of any in the series, only let down by a baffling AI and some hopefully resolvable niggling issues.",Sid Meier's Civilization VI,90.0,Strategy,13470
15736,"Although it does a great job of nudging the player along the way, Civilization VI is complex, deep, and endlessly replayable.",Sid Meier's Civilization VI,90.0,Strategy,13471
15737,"Like every entry in the series, Civ VI will no doubt be followed by a number of rebalancing tweaks, small changes, and expansion packs but fresh out of the digital box, Civilization VI is simultaneously familiar, fresh and remarkably fun.",Sid Meier's Civilization VI,90.0,Strategy,13471
15738,"All in all, Civilization VI is a solid, fun and enjoyable 4x game.",Sid Meier's Civilization VI,90.0,Strategy,13472
15739,"Its basic mechanics are simple enough that players of almost any age can learn to play, but the gameplay is complex enough that multiplayer games can be brutal challenges that force players to the limits of their tactical ability.",Sid Meier's Civilization VI,90.0,Strategy,13472
15740,It has its share of flaws but nothing does more than slightly detract from the game.,Sid Meier's Civilization VI,90.0,Strategy,13472
15741,"Whether you're playing for a few minutes before work or glancing up to realize that it's 4 AM, Civilization VI is exactly the kind of game that gets its hooks deep into you and never lets go.",Sid Meier's Civilization VI,90.0,Strategy,13472
15742,The perfect combination of innovations and proven mechanics that offers first-class entertainment for dozens and dozens of hours without bothering you over the acceptable limit.,Sid Meier's Civilization VI,90.0,Strategy,13473
15743,Civ is a game that almost defies a straightforward 1-10 scoring system.,Sid Meier's Civilization VI,90.0,Strategy,13474
15744,It's a way of life.,Sid Meier's Civilization VI,90.0,Strategy,13474
15745,A serious undertaking which can't be quantified with a simple number.,Sid Meier's Civilization VI,90.0,Strategy,13474
15746,"Suffice to say, this is a feature-rich and immersive iteration where attention to detail in design is apparent from the first turn and systems you didn't even realise could be significantly improved have been infused with a spark of genius.",Sid Meier's Civilization VI,90.0,Strategy,13474
15747,"True, the AI is a woeful mess and it's lacking a few tooltips but there is none of the hollowness that Civ V had on release.",Sid Meier's Civilization VI,90.0,Strategy,13474
15748,"Firaxis has done a great job with this sixth episode, addictive and fun, where you always want to play one more turn.",Sid Meier's Civilization VI,90.0,Strategy,13475
15749,And keeping a franchise relevant for 25 years is indeed an accomplishment.,Sid Meier's Civilization VI,90.0,Strategy,13475
15750,Civilization VI improves on the earlier games in the series in pretty much every way possible.,Sid Meier's Civilization VI,90.0,Strategy,13476
15751,To conquer the world has never been more fun.,Sid Meier's Civilization VI,90.0,Strategy,13476
15752,A huge game worthy of taking the crown as the game that steals your sleep because you just need to do one more turn.,Sid Meier's Civilization VI,90.0,Strategy,13477
15753,"More info on the new features would have been welcome along the way, though.",Sid Meier's Civilization VI,90.0,Strategy,13477
15754,Sid Meier's Civilization VI is simply the best 4X game spawned by Firaxis.,Sid Meier's Civilization VI,90.0,Strategy,13478
15755,"With enough new stuff to clearly stand apart from it's predecessors, Civ VI only suffers from a stupid AI when set to the easy settings.",Sid Meier's Civilization VI,90.0,Strategy,13478
15756,A must have for any strategy enthusiast.,Sid Meier's Civilization VI,90.0,Strategy,13478
15757,There is so much new and complicated stuff going on in this iteration of the series.,Sid Meier's Civilization VI,90.0,Strategy,13479
15758,"To be blunt, I’m not sure how I feel about Civilization VI which, and I’m sure some will disagree with this assessment, is less approachable than others in the past.",Sid Meier's Civilization VI,90.0,Strategy,13479
15759,"Civilization VI is a new beginning for the iconic series, with some new and fresh introductions that change the management of the cities and speed up the pace.",Sid Meier's Civilization VI,90.0,Strategy,13480
15760,"If you’re looking for the best turn-based strategy on the market, it’ll be tough to find something as exceptional as this.",Sid Meier's Civilization VI,90.0,Strategy,13481
15761,"Civ VI has improved upon nearly every system and mechanic in the game, at no real cost to the experience.",Sid Meier's Civilization VI,90.0,Strategy,13482
15762,"It's the easiest Civ to play, but it's also the most complex Civ to date.",Sid Meier's Civilization VI,90.0,Strategy,13482
15763,"There's enough default automation that you can ignore a lot of the minutia if you want, but micromanagers like myself will still have all the tedium they can dream of.",Sid Meier's Civilization VI,90.0,Strategy,13482
15764,There's nothing quite as satisfying as pillaging every single tile in an aggressive neighbor's civilization.,Sid Meier's Civilization VI,90.0,Strategy,13482
15765,"Despite not introducing many ""radical"" additions to the series' established gameplay (we will probably have to wait for the game's expansion packs for those), Civilization 6 builds upon the recipe already provided by Civ 5 and its expansions, and improves upon it in every possible way.",Sid Meier's Civilization VI,90.0,Strategy,13483
15766,"This is a captivating game, one that consumes your time and gives back more than you put in.",Sid Meier's Civilization VI,90.0,Strategy,13484
15767,"It’ll test your ability to make sound decisions, and anticipate the future.",Sid Meier's Civilization VI,90.0,Strategy,13484
15768,"While diplomacy and numbers tuning will be required to combat some of the frustration that the game brings, this is yet another outstanding 4X game from Firaxis Games that will undoubtedly become one of the most popular PC titles for the years to come.",Sid Meier's Civilization VI,90.0,Strategy,13484
15769,"While not everything has panned out as brilliantly as I had hoped, I have to say this is the most fun I’ve had with a Civilization game since III (I know - heresy).",Sid Meier's Civilization VI,90.0,Strategy,13485
15770,"With reimagined cities, diplomacy and research progression, Civilization feels familiar enough for veterans while making a lot more sense for newcomers.",Sid Meier's Civilization VI,90.0,Strategy,13486
15771,"By far the best Civilization experience we've seen in years, only slightly tarnished by slow load times and art that occasionally feels out of place.",Sid Meier's Civilization VI,90.0,Strategy,13486
15772,"Civilization VI takes all of the elements from the Civilization franchise, improves on them and produces one of the most unique games in the series.",Sid Meier's Civilization VI,90.0,Strategy,13487
15773,It innovates heavily without removing any elements that players have come to expect.,Sid Meier's Civilization VI,90.0,Strategy,13487
15774,"Despite some shortcomings, Civilization 6 is just great fun.",Sid Meier's Civilization VI,90.0,Strategy,13488
15775,"It's amazing how, after two decades, this series still evolves, provides innovations and moves forward.",Sid Meier's Civilization VI,90.0,Strategy,13488
15776,"Many gameplay systems were designed from the scratch, but everything works together very well.",Sid Meier's Civilization VI,90.0,Strategy,13488
15777,Now we just have to wait for patches with improvements to the AI.,Sid Meier's Civilization VI,90.0,Strategy,13488
15778,Civilization VI is pretty much the best incarnation of the famous series on release day.,Sid Meier's Civilization VI,90.0,Strategy,13489
15779,"It takes things from Civ V and makes them better, plus it introduces many changes and new additions.",Sid Meier's Civilization VI,90.0,Strategy,13489
15780,And it's really pretty.,Sid Meier's Civilization VI,90.0,Strategy,13489
15781,"There are some classic issues with a not-so-smart AI on top of the pile, but the ""one more turn"" syndrome is strong.",Sid Meier's Civilization VI,90.0,Strategy,13489
15782,And that's the best recommendation you can give.,Sid Meier's Civilization VI,90.0,Strategy,13489
15783,"An excellent sequel, that manages to evolve the series in terms of both accessibility and complexity, and maintain its place as one of the best strategy games of all time.",Sid Meier's Civilization VI,90.0,Strategy,13490
15784,Civilization VI is a worthy sequel for the franchise.,Sid Meier's Civilization VI,90.0,Strategy,13491
15785,"Firaxis has crafted the best vanilla version in the franchise's history, with a host of leaders, a great soundtrack, some keen art direction, and new features like the city expansion.",Sid Meier's Civilization VI,90.0,Strategy,13491
15786,There's not much missing this time around and I look forward to seeing what Firaxis adds to an already amazing game.,Sid Meier's Civilization VI,90.0,Strategy,13491
15787,"Civ 6 has a few rough edges, but they’re pushed far into the periphery by spectacular strategic depth and intricate interlocking nuances.",Sid Meier's Civilization VI,90.0,Strategy,13492
15788,Any frustrations I experienced were immediately eclipsed by my desire to continue playing.,Sid Meier's Civilization VI,90.0,Strategy,13492
15789,"Just one more turn, every turn, forever.",Sid Meier's Civilization VI,90.0,Strategy,13492
15790,"Sid Meier’s Civilization VI is a modern, fun and deep reimagination of a historical brand.",Sid Meier's Civilization VI,90.0,Strategy,13493
15791,"This is a deep, massive, complicated game in the best traditions of the franchise, and though it doesn't do everything right, it's likely that strategy fans are going to be very pleased with what they get with Civlization VI.",Sid Meier's Civilization VI,90.0,Strategy,13494
15792,"It'll take a few balance patches and expansions before it achieves absolute perfection, but the list of wholesale changes Civ VI brings to the storied formula makes for an instantly sumptuous strategy treat.",Sid Meier's Civilization VI,90.0,Strategy,13495
15793,I’ve had an absolute blast with Civilization VI.,Sid Meier's Civilization VI,89.0,Strategy,13496
15794,"I found it easy to approach, and loved how deep I could choose to go with it.",Sid Meier's Civilization VI,89.0,Strategy,13496
15795,"The number of options to completely customize my civilization, and how drastically different each play could be thanks to the randomly generated maps made each match a challenge.",Sid Meier's Civilization VI,89.0,Strategy,13496
15796,The king of the 4X games is back and it has come with a golden crown.,Sid Meier's Civilization VI,89.0,Strategy,13497
15797,Firaxis has made a whole new Civ with a taste both of the past and the present.,Sid Meier's Civilization VI,89.0,Strategy,13497
15798,Perfect for newcomers and a challenge for the experienced ones.,Sid Meier's Civilization VI,89.0,Strategy,13497
15799,"Civilization VI breathes new lives into the series with new diplomacy options, a new government mechanism, different art style and improved AI.",Sid Meier's Civilization VI,89.0,Strategy,13498
15800,Sophisticated sequel with outstandingly complex game mechanics.,Sid Meier's Civilization VI,87.0,Strategy,13499
15801,The bad AI is a drawback.,Sid Meier's Civilization VI,87.0,Strategy,13499
15802,Civilization VI is the most strategic installment of the Civilization series to date.,Sid Meier's Civilization VI,85.0,Strategy,13500
15803,"With upgrades to everything from city planning and management to an entirely revamped social policy system, the are lots of new and improved features to dive into.",Sid Meier's Civilization VI,85.0,Strategy,13500
15804,"Diverse maps, unique leader abilities and plenty of interesting rival empires to befriend and fight, Civ VI has a lot to explore and great replay value.",Sid Meier's Civilization VI,85.0,Strategy,13500
15805,Civilization has come a long way over the years.,Sid Meier's Civilization VI,85.0,Strategy,13501
